Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,_template_category
668,I was billed for a package I never signed up for and it has taken three days to even get a reply. This has happened before and I don't want it to happen again.,2026-05-01,May-26,15:11,Internet,Columbus,OH,43085,Open,Yes,Billing
669,Just leaving feedback that the chat support could be a little faster to respond. I am considering switching providers over this.,2025-12-09,Dec-25,19:51,Customer Care Call,Seattle,WA,98101,Open,Yes,Service
670,The agent was extremely rude to me on the phone and hung up before resolving my issue. Please let me know as soon as possible.,2025-01-30,Jan-25,15:32,Internet,San Diego,CA,92101,Open,No,Service
671,The agent was extremely rude to me on the phone and hung up before resolving my issue. I am extremely frustrated at this point.,2025-07-23,Jul-25,23:43,Customer Care Call,Chicago,IL,60601,Pending,Yes,Service
672,"I cancelled my service three days ago and my $15 deposit still has not been refunded. I need this resolved immediately, I cannot wait any longer!",2025-07-24,Jul-25,12:57,Internet,Chicago,IL,60601,Open,No,Financial
673,"My connection drops every hour and I work from home, I cannot keep losing income like this. Please let me know as soon as possible.",2026-04-11,Apr-26,05:24,Customer Care Call,Miami,FL,33101,Pending,No,Technical
674,The agent was extremely rude to me on the phone and hung up before resolving my issue. I would appreciate a quick response.,2025-12-10,Dec-25,04:02,Internet,Miami,FL,33101,Closed,No,Service
675,I have been overcharged $65 for two weeks now and no one has fixed my billing statement. I am considering switching providers over this.,2025-12-18,Dec-25,07:56,Customer Care Call,Denver,CO,80014,Pending,No,Billing
676,"My connection drops every hour and I work from home, I cannot keep losing income like this. This is not urgent, just wanted to flag it.",2026-02-26,Feb-26,16:31,Internet,Austin,TX,73301,Solved,No,Technical
677,"I requested a refund of $120 two weeks ago and have not received it yet. I need this resolved immediately, I cannot wait any longer!",2025-09-10,Sep-25,07:20,Customer Care Call,Columbus,OH,43085,Pending,No,Financial
678,"I moved recently and need to update my service address, but the website won't let me.",2026-04-27,Apr-26,23:49,Internet,Springfield,IL,62701,Solved,No,Others
679,My modem stopped working and I still don't have a working connection. I've already called twice about this exact issue.,2026-04-09,Apr-26,15:15,Internet,Austin,TX,73301,Open,No,Technical
680,I have tried to cancel my account for a week and keep getting transferred with no resolution. I would appreciate a quick response.,2025-04-03,Apr-25,00:30,Customer Care Call,Miami,FL,33101,Pending,No,Others
681,Could you send me information about available add-on packages?,2026-04-20,Apr-26,04:55,Customer Care Call,Phoenix,AZ,85001,Pending,No,Others
682,I had a fine experience overall but wanted to mention the hold time was a bit long.,2025-03-14,Mar-25,12:57,Customer Care Call,Columbus,OH,43085,Open,No,Service
683,I'd like a technician to take a look at my router configuration when convenient. Please escalate this to a supervisor if needed.,2025-08-01,Aug-25,21:05,Customer Care Call,Boston,MA,02101,Open,No,Technical
684,I want to cancel my subscription but keep getting transferred between departments. I am extremely frustrated at this point.,2025-02-11,Feb-25,11:23,Internet,Phoenix,AZ,85001,Open,No,Others
685,I have been overcharged $40 for three days now and no one has fixed my billing statement. I have been a loyal customer for years and expected better.,2026-05-05,May-26,23:48,Internet,Austin,TX,73301,Pending,No,Billing
686,I cancelled my service three weeks ago and my $40 deposit still has not been refunded. This has happened before and I don't want it to happen again.,2025-10-11,Oct-25,01:04,Customer Care Call,Chicago,IL,60601,Closed,No,Financial
687,My modem stopped working and I still don't have a working connection.,2026-06-29,Jun-26,21:52,Customer Care Call,Phoenix,AZ,85001,Solved,No,Technical
688,"Nobody has followed up with me after promising a callback several months ago, this is unacceptable.",2026-04-14,Apr-26,02:05,Customer Care Call,Miami,FL,33101,Pending,No,Service
689,I have tried to cancel my account for two days and keep getting transferred with no resolution. Please let me know as soon as possible.,2025-04-25,Apr-25,22:09,Customer Care Call,Seattle,WA,98101,Pending,No,Others
690,My internet has been completely down for two days and no technician has shown up yet. I would appreciate a quick response.,2025-05-16,May-25,15:22,Customer Care Call,Chicago,IL,60601,Solved,Yes,Technical
691,The promotional credit of $15 was never applied to my account as promised. I've already called twice about this exact issue.,2025-08-26,Aug-25,16:41,Customer Care Call,San Diego,CA,92101,Solved,No,Financial
692,The representative I spoke to was short with me and didn't answer my question. Thank you for looking into this.,2026-06-27,Jun-26,17:28,Customer Care Call,Portland,OR,97201,Closed,No,Service
693,"I moved recently and need to update my service address, but the website won't let me. No rush on this, whenever you get a chance is fine.",2025-08-21,Aug-25,15:23,Customer Care Call,Seattle,WA,98101,Open,No,Others
694,I cancelled my service three days ago and my $65 deposit still has not been refunded. Please escalate this to a supervisor if needed.,2025-06-14,Jun-25,22:34,Customer Care Call,Baltimore,MD,21201,Pending,No,Financial
695,"I have a general question about upgrading my current plan. No rush on this, whenever you get a chance is fine.",2025-06-15,Jun-25,07:07,Internet,Denver,CO,80014,Closed,No,Others
696,"My internet connection keeps disconnecting every few minutes since yesterday. This is not urgent, just wanted to flag it.",2025-02-05,Feb-25,21:20,Customer Care Call,Boston,MA,02101,Pending,No,Technical
697,My internet connection keeps disconnecting every few minutes since yesterday. I would appreciate a quick response.,2025-01-26,Jan-25,12:59,Customer Care Call,Austin,TX,73301,Pending,No,Technical
698,"I have tried to cancel my account for two days and keep getting transferred with no resolution. I need this resolved immediately, I cannot wait any longer!",2026-06-04,Jun-26,10:41,Customer Care Call,Boston,MA,02101,Solved,No,Others
699,Nobody can tell me why my account was suspended without any notice three weeks ago. This has happened before and I don't want it to happen again.,2026-03-29,Mar-26,10:44,Internet,Denver,CO,80014,Solved,Yes,Others
700,This is the second month in a row my bill is wrong by $89.99 and support keeps ignoring my emails. I would appreciate a quick response.,2026-02-16,Feb-26,19:53,Internet,Springfield,IL,62701,Solved,No,Billing
